ESA Study 11340/95/NL/CN UV - Cross-Sections in the UV and Visible

*O3 ABSORPTION CROSS-SECTIONS AT 293 K*
*1000 mbar total pressure*

S. Voigt, J. Orphal, and J. P. Burrows
University of Bremen - Institute of Environmental Physics
P. O. Box 33 04 40
D-28334 Bremen, Germany
Tel. + 49 (0)421 218 3526	
e-mail: Susanne.Voigt@iup.physik.uni-bremen.de

Date:			April 1998
1. column title:	wavelength (vacuum)
1. column unit:		nm
2. column title:	wavenumber (vacuum)
2. column unit:		cm-1
3. column title:	absorption cross-section 
3. column unit:		cm2/molec
4. column title:	error absorption cross-section 
4. column unit:		cm2/molec

Wavelength range:	230 - 850 nm
Wavenumber range:	11752 - 43315 cm-1
Spectral Resolution:	5 cm-1 
Number of data points in file:	19816

EXPERIMENTAL
Cell:	Multiple reflection quartz cell (White optics)
	optical pathlength 505 cm/120 cm (single path without White
	optics)
	
Spectrometer:	BRUKER IFS 120HR Fourier-Transform-Spectrometer

Wavenumber Range	Light Source		Detector
----------------	------------		--------	
29500-43500 cm-1	Xe lamp			UV diode
20000-33000 cm-1	Xe lamp			GaP diode
12000-25000 cm-1	QTH lamp		Si diode

Note: Spectral Regions are cutted and concatenated at 22000 cm-1,
31000 cm-1 and 33000 cm-1.


 850.91211    11752.095     9.817E-23     3.240E-24
 850.77254    11754.023     9.612E-23     3.172E-24
 850.63301    11755.951     9.417E-23     3.108E-24
 850.49346    11757.880     9.336E-23     3.081E-24
 850.35402    11759.808     9.200E-23     3.036E-24
 850.21456    11761.737     9.024E-23     2.978E-24
 850.07521    11763.665     8.906E-23     2.939E-24
 849.93584    11765.594     8.815E-23     2.909E-24
 849.79658    11767.522     8.649E-23     2.854E-24
 849.65730    11769.451     8.370E-23     2.762E-24
 849.51814    11771.379     8.198E-23     2.705E-24
 849.37895    11773.308     8.201E-23     2.706E-24
 849.23988    11775.236     8.091E-23     2.670E-24
 849.10078    11777.165     7.911E-23     2.611E-24
 848.96180    11779.093     7.885E-23     2.602E-24
 848.82279    11781.022     7.830E-23     2.584E-24
 848.68390    11782.950     7.713E-23     2.545E-24
 848.54499    11784.879     7.713E-23     2.545E-24
 848.40619    11786.807     7.720E-23     2.548E-24
 848.26743    11788.735     7.636E-23     2.520E-24
 848.12866    11790.664     7.382E-23     2.436E-24
 847.98999    11792.592     7.004E-23     2.311E-24
 847.85130    11794.521     6.890E-23     2.274E-24
 847.71273    11796.449     6.989E-23     2.306E-24
 847.57413    11798.378     6.905E-23     2.279E-24
 847.43565    11800.306     6.879E-23     2.270E-24
 847.29714    11802.235     7.022E-23     2.317E-24
 847.15875    11804.163     6.930E-23     2.287E-24
 847.02033    11806.092     6.706E-23     2.213E-24
 846.88203    11808.020     6.548E-23     2.161E-24
 846.74371    11809.949     6.424E-23     2.120E-24
 846.60550    11811.877     6.435E-23     2.124E-24
 846.46726    11813.806     6.438E-23     2.125E-24
 846.32914    11815.734     6.273E-23     2.070E-24
 846.19107    11817.662     6.255E-23     2.064E-24
 846.05296    11819.591     6.346E-23     2.094E-24
 845.91498    11821.519     6.332E-23     2.090E-24
 845.77697    11823.448     6.380E-23     2.105E-24
 845.63907    11825.376     6.321E-23     2.086E-24
 845.50115    11827.305     6.045E-23     1.995E-24
 845.36335    11829.233     5.942E-23     1.961E-24
 845.22552    11831.162     5.917E-23     1.953E-24
 845.08780    11833.090     5.821E-23     1.921E-24
 844.95006    11835.019     5.920E-23     1.954E-24
 844.81243    11836.947     6.031E-23     1.990E-24
 844.67478    11838.876     5.998E-23     1.979E-24
 844.53725    11840.804     6.012E-23     1.984E-24
 844.39968    11842.733     5.829E-23     1.924E-24
 844.26224    11844.661     5.509E-23     1.818E-24
 844.12477    11846.590     5.553E-23     1.832E-24
 843.98741    11848.518     5.707E-23     1.883E-24
 843.85010    11850.446     5.722E-23     1.888E-24
 843.71276    11852.375     5.913E-23     1.951E-24
 843.57554    11854.303     6.038E-23     1.993E-24
 843.43829    11856.232     5.726E-23     1.890E-24
 843.30115    11858.160     5.351E-23     1.766E-24
 843.16399    11860.089     5.245E-23     1.731E-24
 843.02695    11862.017     5.296E-23     1.748E-24
 842.88988    11863.946     5.384E-23     1.777E-24
 842.75292    11865.874     5.454E-23     1.800E-24
 842.61594    11867.803     5.531E-23     1.825E-24
 842.47908    11869.731     5.546E-23     1.830E-24
 842.34218    11871.660     5.377E-23     1.774E-24
 842.20541    11873.588     5.175E-23     1.708E-24
 842.06860    11875.517     5.123E-23     1.691E-24
 841.93191    11877.445     5.193E-23     1.714E-24
 841.79520    11879.374     5.336E-23     1.761E-24
 841.65860    11881.302     5.469E-23     1.805E-24
 841.52204    11883.230     5.476E-23     1.807E-24
 841.38546    11885.159     5.388E-23     1.778E-24
 841.24900    11887.087     5.300E-23     1.749E-24
 841.11250    11889.016     5.311E-23     1.753E-24
 840.97612    11890.944     5.347E-23     1.765E-24
